0.000000 1.007768
0.000000 0.970991
5000.000000 1.004529
10000.000000 0.958817
15000.000000 0.964547
20000.000000 1.029729
25000.000000 0.980369
30000.000000 1.030437
35000.000000 1.010647
40000.000000 1.030941
45000.000000 1.028294
50000.000000 0.997087
55000.000000 0.988388
60000.000000 1.013498
65000.000000 0.993696
70000.000000 1.018481
75000.000000 1.016074
80000.000000 0.979842
85000.000000 0.975746
90000.000000 0.987968
95000.000000 0.981469
100000.000000 0.973456
105000.000000 0.982057
110000.000000 1.020855
115000.000000 0.963680
120000.000000 1.015603
125000.000000 1.032967
130000.000000 0.959822
135000.000000 1.054942
140000.000000 1.015122
145000.000000 0.990729
150000.000000 0.982940
155000.000000 1.012098
160000.000000 0.991211
165000.000000 0.999940
170000.000000 0.981896
175000.000000 0.996849
180000.000000 0.999183
185000.000000 0.986603
190000.000000 0.988540
195000.000000 1.008139
200000.000000 1.012837
205000.000000 0.991875
210000.000000 0.976485
215000.000000 1.028064
220000.000000 1.023888
225000.000000 0.952001
230000.000000 0.986273
235000.000000 1.043510
240000.000000 1.020344
245000.000000 0.997275
250000.000000 0.995498
255000.000000 1.019076
260000.000000 1.039300
265000.000000 0.983159
270000.000000 0.996442
275000.000000 0.994239
280000.000000 1.001507
285000.000000 0.979939
290000.000000 0.963666
295000.000000 0.966816
300000.000000 1.006952
305000.000000 0.951587
310000.000000 0.979998
315000.000000 0.994920
320000.000000 0.962458
325000.000000 1.042025
330000.000000 1.002808
335000.000000 0.991344
340000.000000 1.008596
345000.000000 0.985071
350000.000000 0.971441
355000.000000 0.994623
360000.000000 1.050523
365000.000000 0.963151
370000.000000 1.054846
375000.000000 1.044149
380000.000000 1.013083
385000.000000 0.954404
390000.000000 1.017876
395000.000000 1.015865
400000.000000 0.989320
405000.000000 1.023224
410000.000000 0.998222
415000.000000 0.966436
420000.000000 1.043532
425000.000000 0.979813
430000.000000 1.056508
435000.000000 0.996087
440000.000000 1.023418
445000.000000 1.022086
450000.000000 1.009268
455000.000000 0.974250
460000.000000 0.980168
465000.000000 1.030794
470000.000000 1.022832
475000.000000 0.958026
480000.000000 0.943744
485000.000000 1.009337
490000.000000 1.019049
495000.000000 1.016146
