0.100000	-nan	-nan	0.000435	
0.150000	-nan	-nan	0.000978	
0.200000	-nan	-nan	0.001739	
0.250000	-nan	-nan	0.002717	
0.300000	-nan	-nan	0.003912	
0.450000	-nan	-nan	0.008795	
0.600000	-nan	-nan	0.015626	
0.800000	-nan	-nan	0.027771	
1.100000	-nan	-nan	0.052491	
1.500000	-nan	-nan	0.097582	
2.050000	-nan	-nan	0.182313	
2.900000	-nan	-nan	0.365123	
4.000000	-nan	-nan	0.693600	
5.600000	-nan	-nan	1.352350	
7.850000	-nan	-nan	2.638689	
10.950000	-nan	-nan	5.077395	
15.300000	-nan	-nan	9.718966	
21.400000	-nan	-nan	18.481766	
29.950001	-nan	-nan	34.919857	
41.900002	-nan	-nan	64.910599	
58.600002	-nan	-nan	119.200020	
82.050003	-nan	-nan	216.895645	
114.849998	-nan	-nan	388.128998	
160.750000	-nan	-nan	666.239685	
225.050003	-nan	-nan	1100.786499	
315.050018	-nan	-nan	1794.203003	
441.050018	-nan	-nan	2731.463379	
617.450012	-nan	-nan	4135.806641	
864.400024	-nan	-nan	6113.793945	
1210.099976	-nan	-nan	9173.739258	
1694.150024	-nan	-nan	12878.982422	
2371.800049	-nan	-nan	18682.646484	
3320.500000	-nan	-nan	26338.353516	
4648.649902	-nan	-nan	36175.191406	
6508.100098	-nan	-nan	50742.902344	
9111.350586	-nan	-nan	72186.320312	
12755.850586	-nan	-nan	102455.414062	
17858.150391	-nan	-nan	142439.046875	
25001.400391	-nan	-nan	198692.640625	
35001.949219	-nan	-nan	282173.937500	
49002.699219	-nan	-nan	383524.281250	
68603.750000	-nan	-nan	548503.312500	
96045.203125	-nan	-nan	751935.812500	
134463.296875	-nan	-nan	1014343.437500	
188248.609375	-nan	-nan	1432330.625000	
263548.000000	-nan	-nan	2018513.250000	
368967.218750	-nan	-nan	2746259.500000	
