5.000000e-02	-nan	-nan	5.296271e-05	
1.000000e-01	-nan	-nan	5.296271e-05	
1.500000e-01	-nan	-nan	5.296271e-05	
2.000000e-01	-nan	-nan	5.296271e-05	
2.500000e-01	-nan	-nan	5.296271e-05	
4.000000e-01	-nan	-nan	5.296271e-05	
5.500000e-01	-nan	-nan	5.296271e-05	
7.500000e-01	-nan	-nan	5.296271e-05	
1.050000e+00	-nan	-nan	5.306436e-05	
1.450000e+00	-nan	-nan	5.296271e-05	
2.000000e+00	-nan	-nan	5.296271e-05	
2.850000e+00	-nan	-nan	5.296271e-05	
3.950000e+00	-nan	-nan	5.306436e-05	
5.550000e+00	-nan	-nan	5.306436e-05	
7.800000e+00	-nan	-nan	5.316640e-05	
1.090000e+01	-nan	-nan	5.347490e-05	
1.525000e+01	-nan	-nan	8.005537e-05	
2.135000e+01	-nan	-nan	7.974749e-05	
2.990000e+01	-nan	-nan	7.929008e-05	
4.185000e+01	-nan	-nan	5.266008e-05	
5.855000e+01	-nan	-nan	2.593554e-05	
8.200000e+01	-nan	-nan	5.157943e-05	
1.148000e+02	-nan	-nan	1.051144e-04	
1.607000e+02	-nan	-nan	1.039290e-04	
2.250000e+02	-nan	-nan	0.000000e+00	
3.150000e+02	-nan	-nan	0.000000e+00	
4.410000e+02	-nan	-nan	2.545792e-05	
6.174000e+02	-nan	-nan	4.990365e-05	
8.643500e+02	-nan	-nan	2.429466e-05	
1.210050e+03	-nan	-nan	2.608234e-05	
1.694100e+03	-nan	-nan	5.347490e-05	
2.371750e+03	-nan	-nan	2.721186e-05	
3.320450e+03	-nan	-nan	0.000000e+00	
4.648600e+03	-nan	-nan	2.668655e-05	
6.508050e+03	-nan	-nan	5.110275e-05	
9.111300e+03	-nan	-nan	0.000000e+00	
1.275580e+04	-nan	-nan	2.468510e-05	
1.785810e+04	-nan	-nan	2.522564e-05	
2.500135e+04	-nan	-nan	7.853929e-05	
3.500190e+04	-nan	-nan	5.410275e-05	
4.900265e+04	-nan	-nan	7.883789e-05	
6.860370e+04	-nan	-nan	2.486269e-05	
9.604515e+04	-nan	-nan	5.368255e-05	
1.344632e+05	-nan	-nan	0.000000e+00	
1.882485e+05	-nan	-nan	2.715840e-05	
2.635480e+05	-nan	-nan	2.623081e-05	
3.689672e+05	-nan	-nan	1.016367e-04	
