0.100000	-nan	-nan	0.000443	
0.150000	-nan	-nan	0.000998	
0.200000	-nan	-nan	0.001774	
0.250000	-nan	-nan	0.002772	
0.300000	-nan	-nan	0.003992	
0.450000	-nan	-nan	0.008976	
0.600000	-nan	-nan	0.015957	
0.800000	-nan	-nan	0.028373	
1.100000	-nan	-nan	0.053646	
1.500000	-nan	-nan	0.099758	
2.050000	-nan	-nan	0.186407	
2.900000	-nan	-nan	0.373195	
4.000000	-nan	-nan	0.709031	
5.600000	-nan	-nan	1.383502	
7.850000	-nan	-nan	2.701343	
10.950000	-nan	-nan	5.193918	
15.300000	-nan	-nan	9.932030	
21.400000	-nan	-nan	18.874264	
29.950001	-nan	-nan	35.670307	
41.900002	-nan	-nan	66.593048	
58.600002	-nan	-nan	122.120247	
82.050003	-nan	-nan	221.888779	
114.849998	-nan	-nan	395.235291	
160.750000	-nan	-nan	674.227234	
225.050003	-nan	-nan	1108.099854	
315.050018	-nan	-nan	1779.343384	
441.050018	-nan	-nan	2704.153076	
617.450012	-nan	-nan	4128.470703	
864.400024	-nan	-nan	6092.590820	
1210.099976	-nan	-nan	9263.528320	
1694.150024	-nan	-nan	13168.595703	
2371.800049	-nan	-nan	18866.675781	
3320.500000	-nan	-nan	26863.949219	
4648.649902	-nan	-nan	37196.398438	
6508.100098	-nan	-nan	52732.785156	
9111.350586	-nan	-nan	72157.515625	
12755.850586	-nan	-nan	102180.898438	
17858.150391	-nan	-nan	141263.765625	
25001.400391	-nan	-nan	199826.328125	
35001.949219	-nan	-nan	284053.843750	
49002.699219	-nan	-nan	389363.218750	
68603.750000	-nan	-nan	561442.437500	
96045.203125	-nan	-nan	780849.500000	
134463.296875	-nan	-nan	1066918.125000	
188248.609375	-nan	-nan	1512255.125000	
263548.000000	-nan	-nan	2130125.500000	
368967.218750	-nan	-nan	2954327.000000	
