0.000000 1.007768
0.000000 0.979290
5000.000000 1.003001
10000.000000 0.965369
15000.000000 0.969883
20000.000000 1.022152
25000.000000 0.979484
30000.000000 1.018406
35000.000000 0.973225
40000.000000 1.015720
45000.000000 1.032339
50000.000000 0.984382
55000.000000 0.983659
60000.000000 0.996148
65000.000000 0.983002
70000.000000 0.998667
75000.000000 1.009070
80000.000000 0.968732
85000.000000 0.962067
90000.000000 0.980118
95000.000000 0.959334
100000.000000 0.968828
105000.000000 0.979297
110000.000000 1.014122
115000.000000 0.978383
120000.000000 1.020544
125000.000000 1.035853
130000.000000 0.976143
135000.000000 1.066247
140000.000000 0.979521
145000.000000 0.995349
150000.000000 0.991596
155000.000000 0.990978
160000.000000 0.989127
165000.000000 1.007995
170000.000000 0.979535
175000.000000 0.997277
180000.000000 1.021917
185000.000000 0.991793
190000.000000 0.987121
195000.000000 0.999384
200000.000000 1.019319
205000.000000 1.009974
210000.000000 0.972629
215000.000000 1.011432
220000.000000 1.005553
225000.000000 0.958478
230000.000000 0.988740
235000.000000 1.027303
240000.000000 1.006891
245000.000000 1.001277
250000.000000 0.979980
255000.000000 1.000791
260000.000000 1.018711
265000.000000 0.987542
270000.000000 0.970358
275000.000000 0.994298
280000.000000 1.001472
285000.000000 0.974489
290000.000000 0.974978
295000.000000 1.004656
300000.000000 0.964555
305000.000000 0.948099
310000.000000 0.976886
315000.000000 0.995154
320000.000000 0.961054
325000.000000 1.015427
330000.000000 0.991974
335000.000000 0.979372
340000.000000 1.008762
345000.000000 0.988433
350000.000000 0.983316
355000.000000 1.004235
360000.000000 1.026970
365000.000000 0.974548
370000.000000 1.026388
375000.000000 1.040441
380000.000000 0.981682
385000.000000 0.976403
390000.000000 1.016993
395000.000000 1.042920
400000.000000 1.007644
405000.000000 1.038521
410000.000000 1.004647
415000.000000 0.968318
420000.000000 1.046905
425000.000000 0.987888
430000.000000 1.060816
435000.000000 1.010424
440000.000000 1.035298
445000.000000 1.043008
450000.000000 0.996872
455000.000000 0.987872
460000.000000 0.987287
465000.000000 1.040512
470000.000000 1.014996
475000.000000 0.989992
480000.000000 0.948228
485000.000000 1.005189
490000.000000 1.013644
495000.000000 1.025845
