0.000000e+00	0	0	0	0	0	1	0	0	1	
5.000000e+03	0	0	1	0	0	0	0	0	0	
1.000000e+04	0	0	0	0	0	0	0	0	0	
1.500000e+04	0	0	0	0	0	0	0	0	0	
2.000000e+04	0	0	1	0	0	0	0	0	2	
2.500000e+04	0	0	1	0	0	0	0	0	2	
3.000000e+04	0	0	0	0	0	2	0	0	1	
3.500000e+04	0	0	1	0	0	0	0	0	1	
4.000000e+04	0	0	0	0	0	0	0	0	0	
4.500000e+04	0	0	0	0	0	0	0	0	1	
5.000000e+04	0	0	2	0	0	0	0	0	0	
5.500000e+04	0	0	2	0	0	0	0	0	2	
6.000000e+04	0	0	0	0	0	1	0	0	0	
6.500000e+04	0	0	0	0	0	1	0	0	2	
7.000000e+04	0	0	0	0	0	0	0	0	0	
7.500000e+04	0	0	0	0	0	0	0	0	0	
8.000000e+04	0	0	0	0	0	0	0	0	0	
8.500000e+04	0	0	0	0	0	2	0	0	2	
9.000000e+04	0	0	0	0	0	1	0	0	0	
9.500000e+04	0	0	0	0	0	1	0	0	0	
1.000000e+05	0	0	0	0	0	0	0	0	0	
1.050000e+05	0	0	0	0	0	0	0	0	1	
1.100000e+05	0	0	0	0	0	1	0	0	0	
1.150000e+05	0	0	0	0	0	1	0	0	0	
1.200000e+05	0	0	0	0	0	1	0	0	2	
1.250000e+05	0	0	0	0	0	0	0	0	0	
1.300000e+05	0	0	0	0	0	1	0	0	0	
1.350000e+05	0	0	0	0	0	0	0	0	0	
1.400000e+05	0	0	0	0	0	0	0	0	1	
1.450000e+05	0	0	0	0	0	0	0	0	0	
1.500000e+05	0	0	0	0	0	0	0	0	2	
1.550000e+05	0	0	0	0	0	0	0	0	1	
1.600000e+05	0	0	0	0	0	0	0	0	0	
1.650000e+05	0	0	0	0	0	2	0	0	2	
1.700000e+05	0	0	1	0	0	0	0	0	0	
1.750000e+05	0	0	0	0	0	0	0	0	1	
1.800000e+05	0	0	0	0	0	0	0	0	1	
1.850000e+05	0	0	1	0	0	0	0	0	0	
1.900000e+05	0	0	1	0	0	0	0	0	0	
1.950000e+05	0	0	0	0	0	1	0	0	1	
2.000000e+05	0	0	0	0	0	0	0	0	1	
2.050000e+05	0	0	0	0	0	0	0	0	0	
2.100000e+05	0	0	0	0	0	2	0	0	2	
2.150000e+05	0	0	0	0	0	0	0	0	0	
2.200000e+05	0	0	2	0	0	0	0	0	1	
2.250000e+05	0	0	0	0	0	0	0	0	0	
2.300000e+05	0	0	1	0	0	3	0	0	0	
2.350000e+05	0	0	1	0	0	0	0	0	1	
2.400000e+05	0	0	0	0	0	0	0	0	0	
2.450000e+05	0	0	0	0	0	0	0	0	1	
2.500000e+05	0	0	0	0	0	1	0	0	0	
2.550000e+05	0	0	0	0	0	0	0	0	2	
2.600000e+05	0	0	0	0	0	0	0	0	1	
2.650000e+05	0	0	0	0	0	0	0	0	0	
2.700000e+05	0	0	0	0	0	2	0	0	0	
2.750000e+05	0	0	0	0	0	0	0	0	0	
2.800000e+05	0	0	0	0	0	1	0	0	1	
2.850000e+05	0	0	0	0	0	0	0	0	0	
2.900000e+05	0	0	1	0	0	1	0	0	1	
2.950000e+05	0	0	0	0	0	0	0	0	0	
3.000000e+05	0	0	0	0	0	0	0	0	0	
3.050000e+05	0	0	0	0	0	1	0	0	0	
3.100000e+05	0	0	0	0	0	1	0	0	2	
3.150000e+05	0	0	0	0	0	2	0	0	0	
3.200000e+05	0	0	0	0	0	1	0	0	0	
3.250000e+05	0	0	0	0	0	0	0	0	0	
3.300000e+05	0	0	0	0	0	0	0	0	0	
3.350000e+05	0	0	0	0	0	0	0	0	0	
3.400000e+05	0	0	0	0	0	0	0	0	1	
3.450000e+05	0	0	0	0	0	0	0	0	1	
3.500000e+05	0	0	3	0	0	0	0	0	2	
3.550000e+05	0	0	2	0	0	7	0	0	3	
3.600000e+05	0	0	0	0	0	0	0	0	0	
3.650000e+05	0	0	0	0	0	0	0	0	0	
3.700000e+05	0	0	0	0	0	0	0	0	1	
3.750000e+05	0	0	0	0	0	0	0	0	0	
3.800000e+05	0	0	0	0	0	0	0	0	1	
3.850000e+05	0	0	0	0	0	0	0	0	1	
3.900000e+05	0	0	0	0	0	1	0	0	0	
3.950000e+05	0	0	1	0	0	1	0	0	2	
4.000000e+05	0	0	0	0	0	0	0	0	0	
4.050000e+05	0	0	2	0	0	0	0	0	0	
4.100000e+05	0	0	0	0	0	0	0	0	1	
4.150000e+05	0	0	0	0	0	1	0	0	0	
4.200000e+05	0	0	0	0	0	0	0	0	1	
4.250000e+05	0	0	0	0	0	1	0	0	0	
4.300000e+05	0	0	1	0	0	2	0	0	0	
4.350000e+05	0	0	0	0	0	1	0	0	2	
4.400000e+05	0	0	0	0	0	0	0	0	1	
4.450000e+05	0	0	1	0	0	2	0	0	2	
4.500000e+05	0	0	1	0	0	0	0	0	1	
4.550000e+05	0	0	0	0	0	0	0	0	2	
4.600000e+05	0	0	0	0	0	0	0	0	0	
4.650000e+05	0	0	0	0	0	0	0	0	2	
4.700000e+05	0	0	1	0	0	1	0	0	2	
4.750000e+05	0	0	0	0	0	1	0	0	0	
4.800000e+05	0	0	0	0	0	0	0	0	0	
4.850000e+05	0	0	0	0	0	0	0	0	0	
4.900000e+05	0	0	0	0	0	1	0	0	0	
4.950000e+05	0	0	0	0	0	1	0	0	0	
