0.100000	-nan	-nan	0.000438	
0.150000	-nan	-nan	0.000987	
0.200000	-nan	-nan	0.001754	
0.250000	-nan	-nan	0.002740	
0.300000	-nan	-nan	0.003945	
0.450000	-nan	-nan	0.008866	
0.600000	-nan	-nan	0.015759	
0.800000	-nan	-nan	0.028010	
1.100000	-nan	-nan	0.052960	
1.500000	-nan	-nan	0.098476	
2.050000	-nan	-nan	0.184010	
2.900000	-nan	-nan	0.368533	
4.000000	-nan	-nan	0.700043	
5.600000	-nan	-nan	1.365902	
7.850000	-nan	-nan	2.670528	
10.950000	-nan	-nan	5.150350	
15.300000	-nan	-nan	9.876822	
21.400000	-nan	-nan	18.783386	
29.950001	-nan	-nan	35.457958	
41.900002	-nan	-nan	65.886894	
58.600002	-nan	-nan	119.883659	
82.050003	-nan	-nan	215.939453	
114.849998	-nan	-nan	383.895813	
160.750000	-nan	-nan	656.410583	
225.050003	-nan	-nan	1085.868042	
315.050018	-nan	-nan	1760.313232	
441.050018	-nan	-nan	2662.230469	
617.450012	-nan	-nan	4043.092285	
864.400024	-nan	-nan	5966.482422	
1210.099976	-nan	-nan	9035.187500	
1694.150024	-nan	-nan	12908.957031	
2371.800049	-nan	-nan	18933.171875	
3320.500000	-nan	-nan	26606.134766	
4648.649902	-nan	-nan	36871.265625	
6508.100098	-nan	-nan	51701.265625	
9111.350586	-nan	-nan	73477.101562	
12755.850586	-nan	-nan	103962.351562	
17858.150391	-nan	-nan	143969.343750	
25001.400391	-nan	-nan	200693.109375	
35001.949219	-nan	-nan	281282.406250	
49002.699219	-nan	-nan	379868.437500	
68603.750000	-nan	-nan	554600.937500	
96045.203125	-nan	-nan	770428.000000	
134463.296875	-nan	-nan	1065674.250000	
188248.609375	-nan	-nan	1502303.250000	
263548.000000	-nan	-nan	2108650.250000	
368967.218750	-nan	-nan	2936163.000000	
