0.000000 1.007768
0.000000 0.989954
5000.000000 0.979591
10000.000000 0.960348
15000.000000 0.980915
20000.000000 1.020469
25000.000000 0.968003
30000.000000 1.012830
35000.000000 0.988247
40000.000000 1.044459
45000.000000 1.026033
50000.000000 0.992285
55000.000000 1.010128
60000.000000 1.003886
65000.000000 0.987846
70000.000000 0.997547
75000.000000 1.014042
80000.000000 0.967089
85000.000000 0.971272
90000.000000 0.972398
95000.000000 0.988366
100000.000000 0.972306
105000.000000 0.984676
110000.000000 1.009521
115000.000000 0.978633
120000.000000 1.014834
125000.000000 1.016478
130000.000000 0.957734
135000.000000 1.060857
140000.000000 0.988742
145000.000000 0.995087
150000.000000 0.983551
155000.000000 1.008283
160000.000000 0.989186
165000.000000 0.982289
170000.000000 0.990665
175000.000000 0.986646
180000.000000 1.016750
185000.000000 0.975876
190000.000000 0.983611
195000.000000 1.020877
200000.000000 1.033333
205000.000000 0.992858
210000.000000 0.960190
215000.000000 1.013744
220000.000000 1.020458
225000.000000 0.964988
230000.000000 0.979653
235000.000000 1.038769
240000.000000 1.017430
245000.000000 0.992048
250000.000000 0.982813
255000.000000 1.001797
260000.000000 1.043563
265000.000000 0.996213
270000.000000 0.980533
275000.000000 0.987764
280000.000000 1.008810
285000.000000 0.967965
290000.000000 0.993029
295000.000000 1.008602
300000.000000 0.968234
305000.000000 0.952003
310000.000000 0.973635
315000.000000 0.994737
320000.000000 0.967577
325000.000000 1.012280
330000.000000 0.997555
335000.000000 0.981351
340000.000000 1.003811
345000.000000 0.990891
350000.000000 0.974404
355000.000000 1.007662
360000.000000 1.031548
365000.000000 0.974534
370000.000000 1.019597
375000.000000 1.039506
380000.000000 0.986448
385000.000000 0.963050
390000.000000 1.016843
395000.000000 1.046694
400000.000000 0.986366
405000.000000 1.049471
410000.000000 0.999608
415000.000000 0.959165
420000.000000 1.053078
425000.000000 0.995585
430000.000000 1.050882
435000.000000 1.011177
440000.000000 1.018162
445000.000000 1.030776
450000.000000 0.983139
455000.000000 0.984004
460000.000000 0.983487
465000.000000 1.038708
470000.000000 1.013641
475000.000000 0.972964
480000.000000 0.953177
485000.000000 0.989859
490000.000000 1.020100
495000.000000 1.007255
