10000000	70	10331079.714165	0
2	221.258820	222.527008	179.168594	0.005970	-0.062272	0.155673	-0.027886	-0.105357	-0.108451	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	8.165604	163.590683	239.162338	-0.044806	0.124260	0.141818	0.050696	-0.025983	-0.032253	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	226.546387	235.557632	211.133255	0.114284	0.075285	0.216986	0.090045	-0.096063	0.026044	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	11.037232	45.911926	212.304047	-0.335700	-0.129341	0.128409	-0.042308	0.127225	0.067835	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	227.349106	217.591812	33.863049	0.060164	0.077309	-0.012076	0.074428	0.067752	0.014986	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	236.294952	192.167053	122.337158	0.043824	-0.006625	0.098893	-0.013118	0.083311	-0.038267	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	239.513046	133.709488	195.681656	-0.104666	0.113828	-0.027077	0.011622	0.053072	-0.090319	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	45.458782	25.781570	285.061676	0.169099	0.172860	0.031191	-0.046634	-0.040826	-0.003612	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	58.931576	117.614532	100.669014	-0.096152	-0.101450	-0.109082	-0.092497	-0.101398	0.018614	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	37.433929	130.960327	229.553207	-0.211374	0.072870	-0.269232	-0.002778	-0.026949	0.013116	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	244.588104	42.931438	192.255234	-0.031241	0.036633	-0.083473	0.006893	0.117335	0.051280	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	268.088501	27.826786	206.011276	-0.043793	0.021857	0.087765	-0.093886	0.033301	0.076915	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	236.358765	181.104889	116.991547	-0.095247	-0.169107	-0.176034	-0.085607	-0.093300	-0.007071	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	96.750992	257.062042	289.620819	-0.200910	-0.042374	0.050333	-0.073929	-0.053440	-0.078417	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	107.645599	167.244431	43.088631	0.064659	-0.060757	0.042957	-0.123149	0.093474	-0.048971	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	290.055847	294.688232	127.055138	-0.010952	-0.240267	0.108984	-0.034278	0.130779	-0.013595	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	212.677475	69.265091	174.381165	0.027553	0.033838	-0.072199	0.015182	-0.066210	-0.029869	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	37.752861	293.247681	15.032025	0.200220	0.123274	-0.140816	0.118216	0.042038	0.032027	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	53.122520	183.007767	94.377640	-0.034804	0.000776	0.081244	0.048803	0.070823	0.049022	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	30.319763	85.022812	103.867416	0.010603	0.110146	0.087171	0.077441	-0.104560	0.128310	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	263.230286	114.425667	48.359924	0.184473	-0.140388	-0.133409	-0.027204	0.014891	-0.033501	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	78.910797	85.563087	41.294937	0.031053	-0.099077	0.156031	0.073450	-0.022756	0.074443	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	146.013626	8.291144	41.484070	-0.109639	0.058320	0.199018	0.072453	0.102598	-0.007459	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	227.132874	115.247742	128.773926	0.051571	0.047343	-0.051716	-0.046519	0.037677	-0.099835	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	44.705292	40.405922	130.030548	-0.018043	0.091563	-0.031958	-0.073076	-0.091405	-0.016085	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	146.636566	275.890106	233.660614	0.001697	-0.030151	0.114600	0.044040	-0.109876	-0.122834	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	23.110924	66.677742	216.106964	0.146258	0.170531	-0.078231	-0.019120	0.028143	-0.082784	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	262.594299	147.425919	92.383659	0.057821	-0.061865	0.223063	0.028051	0.061246	0.092796	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	197.886292	126.203323	110.841614	0.115380	0.120334	-0.055107	-0.028819	-0.097084	-0.019360	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	161.045685	211.477905	43.418289	-0.204522	-0.000699	0.008347	-0.095386	0.046467	-0.086888	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	138.335648	203.539871	205.480621	0.063217	-0.154967	-0.174669	-0.109606	0.106424	0.096152	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	152.265182	112.752686	273.332153	0.147908	-0.005673	0.025053	-0.085681	-0.101936	-0.085306	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
2	112.337906	249.086884	100.814545	0.046558	0.042360	-0.005971	-0.132125	-0.010096	0.117880	2.700000	3.600000	67.000000	8.000000	0.385458	3.500000
