1.000000e+00	0.000000e+00	0.000000e+00	3.732639e-05	0.000000e+00	0.000000e+00	8.990560e-05	
2.000000e+00	0.000000e+00	0.000000e+00	3.732639e-05	0.000000e+00	0.000000e+00	8.990560e-05	
3.000000e+00	0.000000e+00	0.000000e+00	3.732639e-05	0.000000e+00	0.000000e+00	8.990560e-05	
4.000000e+00	0.000000e+00	0.000000e+00	3.732639e-05	0.000000e+00	0.000000e+00	8.990560e-05	
5.000000e+00	0.000000e+00	0.000000e+00	3.732639e-05	0.000000e+00	0.000000e+00	8.990560e-05	
8.000000e+00	0.000000e+00	0.000000e+00	3.732639e-05	0.000000e+00	0.000000e+00	8.990560e-05	
1.100000e+01	0.000000e+00	0.000000e+00	3.732639e-05	0.000000e+00	0.000000e+00	8.990560e-05	
1.500000e+01	0.000000e+00	0.000000e+00	3.732639e-05	0.000000e+00	0.000000e+00	8.990560e-05	
2.100000e+01	0.000000e+00	0.000000e+00	3.732639e-05	0.000000e+00	0.000000e+00	8.990560e-05	
2.900000e+01	0.000000e+00	0.000000e+00	3.732639e-05	0.000000e+00	0.000000e+00	8.990560e-05	
4.000000e+01	0.000000e+00	0.000000e+00	3.732639e-05	0.000000e+00	0.000000e+00	8.990560e-05	
5.700000e+01	0.000000e+00	0.000000e+00	3.747106e-05	0.000000e+00	0.000000e+00	8.990560e-05	
7.900000e+01	0.000000e+00	0.000000e+00	3.754340e-05	0.000000e+00	0.000000e+00	8.990560e-05	
1.110000e+02	0.000000e+00	0.000000e+00	3.739873e-05	0.000000e+00	0.000000e+00	8.990560e-05	
1.560000e+02	0.000000e+00	0.000000e+00	3.739873e-05	0.000000e+00	0.000000e+00	8.990560e-05	
2.180000e+02	0.000000e+00	0.000000e+00	3.703704e-05	0.000000e+00	0.000000e+00	8.990560e-05	
3.050000e+02	0.000000e+00	0.000000e+00	3.718171e-05	0.000000e+00	0.000000e+00	8.990560e-05	
4.270000e+02	0.000000e+00	0.000000e+00	3.703704e-05	0.000000e+00	0.000000e+00	8.990560e-05	
5.980000e+02	0.000000e+00	0.000000e+00	3.667535e-05	0.000000e+00	0.000000e+00	8.990560e-05	
8.370000e+02	0.000000e+00	0.000000e+00	3.602431e-05	0.000000e+00	0.000000e+00	8.990510e-05	
1.171000e+03	0.000000e+00	0.000000e+00	3.624132e-05	0.000000e+00	0.000000e+00	8.990510e-05	
1.640000e+03	0.000000e+00	0.000000e+00	3.624132e-05	0.000000e+00	0.000000e+00	8.990510e-05	
2.296000e+03	0.000000e+00	0.000000e+00	3.595197e-05	0.000000e+00	0.000000e+00	8.990510e-05	
3.214000e+03	0.000000e+00	0.000000e+00	3.566262e-05	0.000000e+00	0.000000e+00	8.990510e-05	
4.500000e+03	0.000000e+00	0.000000e+00	3.609664e-05	0.000000e+00	0.000000e+00	8.990510e-05	
6.300000e+03	0.000000e+00	0.000000e+00	3.457755e-05	0.000000e+00	0.000000e+00	8.990510e-05	
8.820000e+03	0.000000e+00	0.000000e+00	3.537326e-05	0.000000e+00	0.000000e+00	8.990510e-05	
1.234800e+04	0.000000e+00	0.000000e+00	3.587963e-05	0.000000e+00	0.000000e+00	8.990610e-05	
1.728700e+04	0.000000e+00	0.000000e+00	3.732639e-05	0.000000e+00	0.000000e+00	8.990610e-05	
2.420100e+04	0.000000e+00	0.000000e+00	3.660301e-05	0.000000e+00	0.000000e+00	8.990560e-05	
3.388200e+04	0.000000e+00	0.000000e+00	3.877315e-05	0.000000e+00	0.000000e+00	8.990560e-05	
4.743500e+04	0.000000e+00	0.000000e+00	3.602431e-05	0.000000e+00	0.000000e+00	8.990310e-05	
6.640900e+04	0.000000e+00	0.000000e+00	3.710937e-05	0.000000e+00	0.000000e+00	8.990460e-05	
9.297200e+04	0.000000e+00	0.000000e+00	3.667535e-05	0.000000e+00	0.000000e+00	8.990410e-05	
1.301610e+05	0.000000e+00	0.000000e+00	3.696470e-05	0.000000e+00	0.000000e+00	8.990310e-05	
1.822260e+05	0.000000e+00	0.000000e+00	3.616898e-05	0.000000e+00	0.000000e+00	8.989860e-05	
2.551160e+05	0.000000e+00	0.000000e+00	3.913484e-05	0.000000e+00	0.000000e+00	8.989960e-05	
3.571620e+05	0.000000e+00	0.000000e+00	3.710937e-05	0.000000e+00	0.000000e+00	8.989810e-05	
5.000270e+05	0.000000e+00	0.000000e+00	3.537326e-05	0.000000e+00	0.000000e+00	8.989160e-05	
7.000380e+05	0.000000e+00	0.000000e+00	3.566262e-05	0.000000e+00	0.000000e+00	8.987960e-05	
9.800530e+05	0.000000e+00	0.000000e+00	3.537326e-05	0.000000e+00	0.000000e+00	8.987510e-05	
1.372074e+06	0.000000e+00	0.000000e+00	3.747106e-05	0.000000e+00	0.000000e+00	8.987160e-05	
1.920903e+06	0.000000e+00	0.000000e+00	3.732639e-05	0.000000e+00	0.000000e+00	8.986810e-05	
2.689265e+06	0.000000e+00	0.000000e+00	3.674769e-05	0.000000e+00	0.000000e+00	8.986510e-05	
3.764971e+06	0.000000e+00	0.000000e+00	3.790509e-05	0.000000e+00	0.000000e+00	8.988760e-05	
5.270959e+06	0.000000e+00	0.000000e+00	3.812211e-05	0.000000e+00	0.000000e+00	8.986260e-05	
7.379343e+06	0.000000e+00	0.000000e+00	3.378183e-05	0.000000e+00	0.000000e+00	8.985460e-05	
