5.000000e-02	-nan	-nan	0.000000e+00	
1.000000e-01	-nan	-nan	0.000000e+00	
1.500000e-01	-nan	-nan	0.000000e+00	
2.000000e-01	-nan	-nan	0.000000e+00	
2.500000e-01	-nan	-nan	0.000000e+00	
4.000000e-01	-nan	-nan	0.000000e+00	
5.500000e-01	-nan	-nan	0.000000e+00	
7.500000e-01	-nan	-nan	0.000000e+00	
1.050000e+00	-nan	-nan	0.000000e+00	
1.450000e+00	-nan	-nan	0.000000e+00	
2.000000e+00	-nan	-nan	0.000000e+00	
2.850000e+00	-nan	-nan	0.000000e+00	
3.950000e+00	-nan	-nan	0.000000e+00	
5.550000e+00	-nan	-nan	2.689422e-05	
7.800000e+00	-nan	-nan	2.689422e-05	
1.090000e+01	-nan	-nan	2.678998e-05	
1.525000e+01	-nan	-nan	2.668655e-05	
2.135000e+01	-nan	-nan	2.678998e-05	
2.990000e+01	-nan	-nan	2.673816e-05	
4.185000e+01	-nan	-nan	5.316640e-05	
5.855000e+01	-nan	-nan	5.337167e-05	
8.200000e+01	-nan	-nan	2.643142e-05	
1.148000e+02	-nan	-nan	0.000000e+00	
1.607000e+02	-nan	-nan	0.000000e+00	
2.250000e+02	-nan	-nan	2.648206e-05	
3.150000e+02	-nan	-nan	5.326884e-05	
4.410000e+02	-nan	-nan	0.000000e+00	
6.174000e+02	-nan	-nan	2.613164e-05	
8.643500e+02	-nan	-nan	5.431532e-05	
1.210050e+03	-nan	-nan	1.053146e-04	
1.694100e+03	-nan	-nan	5.138769e-05	
2.371750e+03	-nan	-nan	1.025795e-04	
3.320450e+03	-nan	-nan	1.067376e-04	
4.648600e+03	-nan	-nan	8.036563e-05	
6.508050e+03	-nan	-nan	2.545792e-05	
9.111300e+03	-nan	-nan	7.944196e-05	
1.275580e+04	-nan	-nan	1.051144e-04	
1.785810e+04	-nan	-nan	7.458436e-05	
2.500135e+04	-nan	-nan	1.071513e-04	
3.500190e+04	-nan	-nan	5.276057e-05	
4.900265e+04	-nan	-nan	1.316398e-04	
6.860370e+04	-nan	-nan	1.001639e-04	
9.604515e+04	-nan	-nan	2.387453e-04	
1.344632e+05	-nan	-nan	3.629228e-04	
1.882485e+05	-nan	-nan	7.736715e-05	
2.635480e+05	-nan	-nan	1.047163e-04	
3.689672e+05	-nan	-nan	1.275114e-04	
